model,split_ratio,rmse,mae,mape,r_squared
arima,0.75,10.637948331349463,7.274193548387096,148.25398847597276,-0.29232163946611034
elastic_net,0.8,7.373820905359366,5.412448379667339,118.23887677239422,0.41579406986914813
lasso,0.8,7.366679093463515,5.39965075770188,118.14015136000044,0.41692517093838355
ridge,0.8,7.534413555045932,5.781573140900813,119.62532202966038,0.3900704153304304
