"Dataset Name","Observation Date","Series Key","Series Display Name","Observation Value","Unit","Observation Status","Observation Status Comment","Sequence No.","Series name"
"Credit / Loans Classified by Borrowers","31-Aug-2024","TS_GP_BAM_CRLONBOR_M.CLB00055000","..................24- Manufacture of basic metals","239354.682","Million PKR","Normal","","450","Scheduled Banks Loans to Manufacture of basic metals"
"Credit / Loans Classified by Borrowers","31-Aug-2024","TS_GP_BAM_CRLONBOR_M.CLB00056000","..................25- Manufacture of fabricated metal products, except machinery and equipment","30097.365","Million PKR","Normal","","460","Scheduled Banks Loans to Manufacture of fabricated metal products, except machinery and equipment"
"Credit / Loans Classified by Borrowers","31-Aug-2024","TS_GP_BAM_CRLONBOR_M.CLB00057000","..................26- Manufacture of computer, electronic and optical products","18734.888","Million PKR","Normal","","470","Scheduled Banks Loans to Manufacture of computer, electronic and optical products"
"Credit / Loans Classified by Borrowers","31-Aug-2024","TS_GP_BAM_CRLONBOR_M.CLB00058000","..................27- Manufacture of electrical equipment","120703.576","Million PKR","Normal","","480","Scheduled Banks Loans to Manufacture of electrical equipment"
"Credit / Loans Classified by Borrowers","31-Aug-2024","TS_GP_BAM_CRLONBOR_M.CLB00059000","..................28- Manufacture of machinery and equipment","25724.277","Million PKR","Normal","","490","Scheduled Banks Loans to Manufacture of machinery and equipment"
"Credit / Loans Classified by Borrowers","31-Aug-2024","TS_GP_BAM_CRLONBOR_M.CLB00060000","..................29 Manufacture of motor vehicles, trailers and semi-trailers","63838.108","Million PKR","Normal","","500","Scheduled Banks Loans to Manufacture of motor vehicles, trailers and semi-trailers"
"Credit / Loans Classified by Borrowers","31-Aug-2024","TS_GP_BAM_CRLONBOR_M.CLB00061000","..................30- Manufacture of other transport equipment","11229.255","Million PKR","Normal","","510","Scheduled Banks Loans to Manufacture of other transport equipment"
"Credit / Loans Classified by Borrowers","31-Aug-2024","TS_GP_BAM_CRLONBOR_M.CLB00062000","..................31- Manufacture of furniture","6494.463","Million PKR","Normal","","520","Scheduled Banks Loans to Manufacture of furniture"
"Credit / Loans Classified by Borrowers","31-Aug-2024","TS_GP_BAM_CRLONBOR_M.CLB00063000","..................32- Other manufacturing","51864.457","Million PKR","Normal","","530","Scheduled Banks Loans to Other manufacturing"
"Credit / Loans Classified by Borrowers","31-Aug-2024","TS_GP_BAM_CRLONBOR_M.CLB00064000","..................33- Repair and installation of machinery and equipment","1068.314","Million PKR","Normal","","540","Scheduled Banks Loans to Repair and installation of machinery and equipment"
"Credit / Loans Classified by Borrowers","31-Aug-2024","TS_GP_BAM_CRLONBOR_M.CLB00065000","............D. Electricity, gas, steam and air conditioning supply","453631.25","Million PKR","Normal","","550","Scheduled Banks Loans to Electricity, gas, steam and air conditioning supply"
"Credit / Loans Classified by Borrowers","31-Aug-2024","TS_GP_BAM_CRLONBOR_M.CLB00066000","......................... Electric power generation, transmission and distribution","443874.838","Million PKR","Normal","","560","Scheduled Banks Loans to Electric power generation, transmission and distribution"
"Credit / Loans Classified by Borrowers","31-Aug-2024","TS_GP_BAM_CRLONBOR_M.CLB00067000","............E. Water supply; sewerage, waste management and remediation activities","23124.491","Million PKR","Normal","","570","Scheduled Banks Loans to Water supply; sewerage, waste management and remediation activities"
"Credit / Loans Classified by Borrowers","31-Aug-2024","TS_GP_BAM_CRLONBOR_M.CLB00068000","..................36- Water collection, treatment and supply","9183.785","Million PKR","Normal","","580","Scheduled Banks Loans to Water collection, treatment and supply"
"Credit / Loans Classified by Borrowers","31-Aug-2024","TS_GP_BAM_CRLONBOR_M.CLB00069000","..................37- Sewerage","4.329","Million PKR","Normal","","590","Scheduled Banks Loans to Sewerage"
"Credit / Loans Classified by Borrowers","31-Aug-2024","TS_GP_BAM_CRLONBOR_M.CLB00070000","..................38- Waste collection, treatment and disposal activities; materials recovery","13934.061","Million PKR","Normal","","600","Scheduled Banks Loans to Waste collection, treatment and disposal activities; materials recovery"
"Credit / Loans Classified by Borrowers","31-Aug-2024","TS_GP_BAM_CRLONBOR_M.CLB00071000","......................... Ship Breaking and materials recovery","13118.807","Million PKR","Normal","","610","Scheduled Banks Loans to Ship Breaking and materials recovery"
"Credit / Loans Classified by Borrowers","31-Aug-2024","TS_GP_BAM_CRLONBOR_M.CLB00072000","..................39- Remediation activities and other waste management services","2.316","Million PKR","Normal","","620","Scheduled Banks Loans to Remediation activities and other waste management services"
"Credit / Loans Classified by Borrowers","31-Aug-2024","TS_GP_BAM_CRLONBOR_M.CLB00073000","............F. Construction","192118.845","Million PKR","Normal","","630","Scheduled Banks Loans to Construction sector"
"Credit / Loans Classified by Borrowers","31-Aug-2024","TS_GP_BAM_CRLONBOR_M.CLB00074000","..................41- Construction of buildings","135773.939","Million PKR","Normal","","640","Scheduled Banks Loans to Construction of buildings"
"Credit / Loans Classified by Borrowers","31-Aug-2024","TS_GP_BAM_CRLONBOR_M.CLB00075000","..................42- Civil engineering","53144.57","Million PKR","Normal","","650","Scheduled Banks Loans to Civil engineering"
"Credit / Loans Classified by Borrowers","31-Aug-2024","TS_GP_BAM_CRLONBOR_M.CLB00076000","..................43- Specialized construction activities","3200.336","Million PKR","Normal","","660","Scheduled Banks Loans to Specialized construction activities"
"Credit / Loans Classified by Borrowers","31-Aug-2024","TS_GP_BAM_CRLONBOR_M.CLB00077000","............G. Wholesale and retail trade; repair of motor vehicles and motorcycles","503826.279","Million PKR","Normal","","670","Scheduled Banks Loans to Wholesale and retail trade; repair of motor vehicles and motorcycles"
"Credit / Loans Classified by Borrowers","31-Aug-2024","TS_GP_BAM_CRLONBOR_M.CLB00078000","..................45- Wholesale and retail trade and repair of motor vehicles and motorcycles","24057.602","Million PKR","Normal","","680","Scheduled Banks Loans to Wholesale and retail trade and repair of motor vehicles and motorcycles"
"Credit / Loans Classified by Borrowers","31-Aug-2024","TS_GP_BAM_CRLONBOR_M.CLB00079000","..................46- Wholesale trade, except of motor vehicles and motorcycles","288491.524","Million PKR","Normal","","690","Scheduled Banks Loans to Wholesale trade, except of motor vehicles and motorcycles"
"Credit / Loans Classified by Borrowers","31-Aug-2024","TS_GP_BAM_CRLONBOR_M.CLB00080000","..................47- Retail trade, except of motor vehicles and motorcycles","191277.153","Million PKR","Normal","","700","Scheduled Banks Loans to Retail trade, except of motor vehicles and motorcycles"
"Credit / Loans Classified by Borrowers","31-Aug-2024","TS_GP_BAM_CRLONBOR_M.CLB00081000","............H. Transportation and storage","100581.762","Million PKR","Normal","","710","Scheduled Banks Loans to Transportation and storage sector"
"Credit / Loans Classified by Borrowers","31-Aug-2024","TS_GP_BAM_CRLONBOR_M.CLB00082000","..................49- Land transport and transport via pipelines","34934.743","Million PKR","Normal","","720","Scheduled Banks Loans to Land transport and transport via pipelines"
"Credit / Loans Classified by Borrowers","31-Aug-2024","TS_GP_BAM_CRLONBOR_M.CLB00083000","..................50- Water transport","878.072","Million PKR","Normal","","730","Scheduled Banks Loans to Water transport"
"Credit / Loans Classified by Borrowers","31-Aug-2024","TS_GP_BAM_CRLONBOR_M.CLB00084000","..................51- Air transport","1125.364","Million PKR","Normal","","740","Scheduled Banks Loans to Air transport"
"Credit / Loans Classified by Borrowers","31-Aug-2024","TS_GP_BAM_CRLONBOR_M.CLB00085000","..................52- Warehousing and support activities for transportation","56087.706","Million PKR","Normal","","750","Scheduled Banks Loans to Warehousing and support activities for transportation"
"Credit / Loans Classified by Borrowers","31-Aug-2024","TS_GP_BAM_CRLONBOR_M.CLB00086000","..................53- Courier activities other than national post activities","7555.877","Million PKR","Normal","","760","Scheduled Banks Loans to Courier activities other than national post activities"
"Credit / Loans Classified by Borrowers","31-Aug-2024","TS_GP_BAM_CRLONBOR_M.CLB00087000","............I. Accommodation and food service activities","37723.137","Million PKR","Normal","","770","Scheduled Banks Loans to Accommodation and food service activities sector"
"Credit / Loans Classified by Borrowers","31-Aug-2024","TS_GP_BAM_CRLONBOR_M.CLB00088000","..................55- Accommodation","23363.869","Million PKR","Normal","","780","Scheduled Banks Loans to Accommodation sector"
"Credit / Loans Classified by Borrowers","31-Aug-2024","TS_GP_BAM_CRLONBOR_M.CLB00089000","..................56- Food and beverage service activities","14359.268","Million PKR","Normal","","790","Scheduled Banks Loans to Food and beverage service activities"
"Credit / Loans Classified by Borrowers","31-Aug-2024","TS_GP_BAM_CRLONBOR_M.CLB00090000","............J. Information and communication","418853.29","Million PKR","Normal","","800","Scheduled Banks Loans to Information and Communication sector"
"Credit / Loans Classified by Borrowers","31-Aug-2024","TS_GP_BAM_CRLONBOR_M.CLB00091000","..................58- Publishing activities","2499.948","Million PKR","Normal","","810","Scheduled Banks Loans to Publishing activities"
"Credit / Loans Classified by Borrowers","31-Aug-2024","TS_GP_BAM_CRLONBOR_M.CLB00092000","..................59- Motion picture, video and television programme production, sound recording and music publishing activities","1859.294","Million PKR","Normal","","820","Scheduled Banks Loans to Motion picture, video and television programme production, sound recording and music publishing activities"
"Credit / Loans Classified by Borrowers","31-Aug-2024","TS_GP_BAM_CRLONBOR_M.CLB00093000","..................60- Programming and broadcasting activities","1520.735","Million PKR","Normal","","830","Scheduled Banks Loans to Programming and broadcasting activities"
"Credit / Loans Classified by Borrowers","31-Aug-2024","TS_GP_BAM_CRLONBOR_M.CLB00094000","..................61- Telecommunications","398011.558","Million PKR","Normal","","840","Scheduled Banks Loans to Telecommunications"
"Credit / Loans Classified by Borrowers","31-Aug-2024","TS_GP_BAM_CRLONBOR_M.CLB00095000","..................62- Computer programming, consultancy and related activities","9536.32","Million PKR","Normal","","850","Scheduled Banks Loans to Computer programming, consultancy and related activities"
"Credit / Loans Classified by Borrowers","31-Aug-2024","TS_GP_BAM_CRLONBOR_M.CLB00096000","..................63- Information service activities","5425.435","Million PKR","Normal","","860","Scheduled Banks Loans to Information service activities"
"Credit / Loans Classified by Borrowers","31-Aug-2024","TS_GP_BAM_CRLONBOR_M.CLB00097000","............K. Real estate activities","36224.99","Million PKR","Normal","","870","Scheduled Banks Loans to Real estate activities sector"
"Credit / Loans Classified by Borrowers","31-Aug-2024","TS_GP_BAM_CRLONBOR_M.CLB00098000","............L. Professional, scientific and technical activities","58094.615","Million PKR","Normal","","880","Scheduled Banks Loans to Professional, scientific and technical activities sector"
"Credit / Loans Classified by Borrowers","31-Aug-2024","TS_GP_BAM_CRLONBOR_M.CLB00099000","..................69- Legal and accounting activities","2103.676","Million PKR","Normal","","890","Scheduled Banks Loans to Legal and accounting activities"
"Credit / Loans Classified by Borrowers","31-Aug-2024","TS_GP_BAM_CRLONBOR_M.CLB00100000","..................70- Activities of head offices; management consultancy activities","1247.579","Million PKR","Normal","","900","Scheduled Banks Loans to Activities of head offices; management consultancy activities"
"Credit / Loans Classified by Borrowers","31-Aug-2024","TS_GP_BAM_CRLONBOR_M.CLB00101000","..................71- Architectural and engineering activities; technical testing and analysis","5124.161","Million PKR","Normal","","910","Scheduled Banks Loans to Architectural and engineering activities; technical testing and analysis"
"Credit / Loans Classified by Borrowers","31-Aug-2024","TS_GP_BAM_CRLONBOR_M.CLB00102000","..................72- Scientific research and development","3732.35","Million PKR","Normal","","920","Scheduled Banks Loans to Scientific research and development"
"Credit / Loans Classified by Borrowers","31-Aug-2024","TS_GP_BAM_CRLONBOR_M.CLB00103000","..................73- Advertising and market research","3956.59","Million PKR","Normal","","930","Scheduled Banks Loans to Advertising and market research"
"Credit / Loans Classified by Borrowers","31-Aug-2024","TS_GP_BAM_CRLONBOR_M.CLB00104000","..................74 Other professional, scientific and technical activities","41699.613","Million PKR","Normal","","940","Scheduled Banks Loans to Other professional, scientific and technical activities"
"Credit / Loans Classified by Borrowers","31-Aug-2024","TS_GP_BAM_CRLONBOR_M.CLB00105000","..................75- Veterinary activities","230.646","Million PKR","Normal","","950","Scheduled Banks Loans to Veterinary activities"
"Credit / Loans Classified by Borrowers","31-Aug-2024","TS_GP_BAM_CRLONBOR_M.CLB00106000","............M. Administrative and support service activities","49611.119","Million PKR","Normal","","960","Scheduled Banks Loans to Administrative and support service activities sector"
"Credit / Loans Classified by Borrowers","31-Aug-2024","TS_GP_BAM_CRLONBOR_M.CLB00107000","..................77- Rental and leasing activities","2991.27","Million PKR","Normal","","970","Scheduled Banks Loans to Rental and leasing activities"
"Credit / Loans Classified by Borrowers","31-Aug-2024","TS_GP_BAM_CRLONBOR_M.CLB00108000","..................78- Employment activities","552.943","Million PKR","Normal","","980","Scheduled Banks Loans to Employment activities"
"Credit / Loans Classified by Borrowers","31-Aug-2024","TS_GP_BAM_CRLONBOR_M.CLB00109000","..................79- Travel agency, tour operator, reservation service and related activities","14225.883","Million PKR","Normal","","990","Scheduled Banks Loans to Travel agency, tour operator, reservation service and related activities"
"Credit / Loans Classified by Borrowers","31-Aug-2024","TS_GP_BAM_CRLONBOR_M.CLB00110000","..................80- Security and investigation activities","2640.302","Million PKR","Normal","","1000","Scheduled Banks Loans to Security and investigation activities"
"Credit / Loans Classified by Borrowers","31-Aug-2024","TS_GP_BAM_CRLONBOR_M.CLB00111000","..................81- Services to buildings and landscape activities","393.128","Million PKR","Normal","","1010","Scheduled Banks Loans to Services to buildings and landscape activities"
"Credit / Loans Classified by Borrowers","31-Aug-2024","TS_GP_BAM_CRLONBOR_M.CLB00112000","..................82- Office administrative, office support and other business support activities","28807.593","Million PKR","Normal","","1020","Scheduled Banks Loans to Office administrative, office support and other business support activities"
"Credit / Loans Classified by Borrowers","31-Aug-2024","TS_GP_BAM_CRLONBOR_M.CLB00113000","............N. Education","28018.02","Million PKR","Normal","","1030","Scheduled Banks Loans to Education sector"
"Credit / Loans Classified by Borrowers","31-Aug-2024","TS_GP_BAM_CRLONBOR_M.CLB00114000","............O. Human health and social work activities","16617.577","Million PKR","Normal","","1040","Scheduled Banks Loans to Human health and social work activities sector"
"Credit / Loans Classified by Borrowers","31-Aug-2024","TS_GP_BAM_CRLONBOR_M.CLB00115000","..................86- Human health activities","16571.375","Million PKR","Normal","","1050","Scheduled Banks Loans to Human health activities"
"Credit / Loans Classified by Borrowers","31-Aug-2024","TS_GP_BAM_CRLONBOR_M.CLB00116000","..................87- Residential care activities","24.446","Million PKR","Normal","","1060","Scheduled Banks Loans to Residential care activities"
"Credit / Loans Classified by Borrowers","31-Aug-2024","TS_GP_BAM_CRLONBOR_M.CLB00117000","..................88- Social work activities with and without accommodation","21.756","Million PKR","Normal","","1070","Scheduled Banks Loans to Social work activities with and without accommodation"
"Credit / Loans Classified by Borrowers","31-Aug-2024","TS_GP_BAM_CRLONBOR_M.CLB00118000","............P. Arts, entertainment and recreation","1548.193","Million PKR","Normal","","1080","Scheduled Banks Loans to Arts, entertainment and recreation sector"
"Credit / Loans Classified by Borrowers","31-Aug-2024","TS_GP_BAM_CRLONBOR_M.CLB00119000","..................90- Creative, arts and entertainment activities","608.086","Million PKR","Normal","","1090","Scheduled Banks Loans to Creative, arts and entertainment activities"
"Credit / Loans Classified by Borrowers","31-Aug-2024","TS_GP_BAM_CRLONBOR_M.CLB00120000","..................91- Libraries, archives, museums and other cultural activities","681.926","Million PKR","Normal","","1100","Scheduled Banks Loans to Libraries, archives, museums and other cultural activities"
"Credit / Loans Classified by Borrowers","31-Aug-2024","TS_GP_BAM_CRLONBOR_M.CLB00121000","..................92- Sports activities and amusement and recreation activities","258.181","Million PKR","Normal","","1110","Scheduled Banks Loans to Sports activities and amusement and recreation activities"
"Credit / Loans Classified by Borrowers","31-Aug-2024","TS_GP_BAM_CRLONBOR_M.CLB00122000","............Q. Other service activities","48504.123","Million PKR","Normal","","1120","Scheduled Banks Loans to Other service activities sector"
"Credit / Loans Classified by Borrowers","31-Aug-2024","TS_GP_BAM_CRLONBOR_M.CLB00123000","..................93- Activities of membership organizations","21.43","Million PKR","Normal","","1130","Scheduled Banks Loans to Activities of membership organizations"
"Credit / Loans Classified by Borrowers","31-Aug-2024","TS_GP_BAM_CRLONBOR_M.CLB00124000","..................94- Repair of computers and personal and household goods","429.687","Million PKR","Normal","","1140","Scheduled Banks Loans to Repair of computers and personal and household goods"
"Credit / Loans Classified by Borrowers","31-Aug-2024","TS_GP_BAM_CRLONBOR_M.CLB00125000","..................95- Other personal service activities","41077.54","Million PKR","Normal","","1150","Scheduled Banks Loans to Other personal service activities"
"Credit / Loans Classified by Borrowers","31-Aug-2024","TS_GP_BAM_CRLONBOR_M.CLB00126000","..................96- Activities of households as employers of domestic personnel","1478.565","Million PKR","Normal","","1160","Scheduled Banks Loans to Activities of households as employers of domestic personnel"
"Credit / Loans Classified by Borrowers","31-Aug-2024","TS_GP_BAM_CRLONBOR_M.CLB00127000","..................97- Undifferentiated goods and Services producing activities of private households for own use","5496.901","Million PKR","Normal","","1170","Scheduled Banks Loans to Undifferentiated goods- and services-producing activities of private households for own use"
"Credit / Loans Classified by Borrowers","31-Aug-2024","TS_GP_BAM_CRLONBOR_M.CLB00128000","............2 TRUST FUNDS AND NON PROFIT ORGANIZATIONS","14909.864","Million PKR","Normal","","1180","Scheduled Banks Loans to TRUST FUNDS AND NON PROFIT ORGANIZATIONS"
"Credit / Loans Classified by Borrowers","31-Aug-2024","TS_GP_BAM_CRLONBOR_M.CLB00129000","............3 PERSONAL","1148551.585","Million PKR","Normal","","1190","Scheduled Banks Loans to Individuals"
"Credit / Loans Classified by Borrowers","31-Aug-2024","TS_GP_BAM_CRLONBOR_M.CLB00130000","..................A. Bank  Employees","344001.038","Million PKR","Normal","","1200","Scheduled Banks Loans to Bank  Employees"
"Credit / Loans Classified by Borrowers","31-Aug-2024","TS_GP_BAM_CRLONBOR_M.CLB00131000","..................B. Consumer Financing","803941.916","Million PKR","Normal","","1210","Scheduled Banks Consumer Financing"
"Credit / Loans Classified by Borrowers","31-Aug-2024","TS_GP_BAM_CRLONBOR_M.CLB00132000","..................C. Other","608.631","Million PKR","Normal","","1220","Scheduled Banks Other Personal Loans"
"Credit / Loans Classified by Borrowers","31-Aug-2024","TS_GP_BAM_CRLONBOR_M.CLB00133000","............4 OTHER","1310.002","Million PKR","Normal","","1230","Scheduled Banks Loans to OTHER sectors"
"Credit / Loans Classified by Borrowers","31-Aug-2024","TS_GP_BAM_CRLONBOR_M.CLB00134000",". Total Credit","43487312.2","Million PKR","Normal","","1240","Total Credit"
"Credit / Loans Classified by Borrowers","31-Jul-2024","TS_GP_BAM_CRLONBOR_M.CLB00011000","1 Credit to Government sector (A+B)","31922407.88","Million PKR","Normal","","10","SBP & Scheduled Banks Credit to Government sector"
"Credit / Loans Classified by Borrowers","31-Jul-2024","TS_GP_BAM_CRLONBOR_M.CLB00012000","......A. SBP Credit to Government sector (Net)","4602841.414","Million PKR","Normal","","20","SBP Credit to Government Sector"
"Credit / Loans Classified by Borrowers","31-Jul-2024","TS_GP_BAM_CRLONBOR_M.CLB00013000","......B. Scheduled Banks Credit to Government sector (Net)","27319566.46","Million PKR","Normal","","30","Scheduled Banks Credit to Government sector"
"Credit / Loans Classified by Borrowers","31-Jul-2024","TS_GP_BAM_CRLONBOR_M.CLB00014000","2 Credit to Non Governmnet sector (A+B)","10986547.07","Million PKR","Normal","","40","SBP & Scheduled Banks Credit to Non-Government sector"
"Credit / Loans Classified by Borrowers","31-Jul-2024","TS_GP_BAM_CRLONBOR_M.CLB00015000","......A. SBP Credit to Non Govt. sector","68169.774","Million PKR","Normal","","50","SBP Credit to Non-Government sector"
"Credit / Loans Classified by Borrowers","31-Jul-2024","TS_GP_BAM_CRLONBOR_M.CLB00016000","......B. Scheduled Banks Credit to Non Govt. sector (I+II+III)","10918377.3","Million PKR","Normal","","60","Scheduled Banks Credit to Non-Government sector"
"Credit / Loans Classified by Borrowers","31-Jul-2024","TS_GP_BAM_CRLONBOR_M.CLB00017000","......I. Credit to PSEs","2115228.022","Million PKR","Normal","","70","Scheduled Banks Credit to Public sector Enterprises (PSEs)"
"Credit / Loans Classified by Borrowers","31-Jul-2024","TS_GP_BAM_CRLONBOR_M.CLB00018000","............. Investment in Non-financial PSEs","542024.1991","Million PKR","Normal","","80","Scheduled Banks Investment in Non-Financial Public sector Enterprises (PSEs)"
"Credit / Loans Classified by Borrowers","31-Jul-2024","TS_GP_BAM_CRLONBOR_M.CLB00019000","............. Loans to Non-financial PSEs","1573203.823","Million PKR","Normal","","90","Scheduled Banks Loans to Non-Financial Public sector Enterprises (PSEs)"
"Credit / Loans Classified by Borrowers","31-Jul-2024","TS_GP_BAM_CRLONBOR_M.CLB00020000","......II. Credit to NBFIs","308516.91","Million PKR","Normal","","100","Scheduled Banks Credit to Non-Bank Financial Institutions (NBFIs)"
"Credit / Loans Classified by Borrowers","31-Jul-2024","TS_GP_BAM_CRLONBOR_M.CLB00021000","............. Investment in NBFIs","115537.866","Million PKR","Normal","","110","Scheduled Banks Investment in Non-Bank Financial Institutions (NBFIs)"
"Credit / Loans Classified by Borrowers","31-Jul-2024","TS_GP_BAM_CRLONBOR_M.CLB00022000","............. Loans to NBFIs","192979.044","Million PKR","Normal","","120","Scheduled Banks Loans to Non-Bank Financial Institutions (NBFIs)"
"Credit / Loans Classified by Borrowers","31-Jul-2024","TS_GP_BAM_CRLONBOR_M.CLB00023000","......III. Credit to Private sector (A+B)","8494632.365","Million PKR","Normal","","130","Scheduled Banks Credit to Private sector"
"Credit / Loans Classified by Borrowers","31-Jul-2024","TS_GP_BAM_CRLONBOR_M.CLB00024000","......A. Investment in Securities & Shares of Private sector","203507.443","Million PKR","Normal","","140","Scheduled Banks Investment in Private sector"
"Credit / Loans Classified by Borrowers","31-Jul-2024","TS_GP_BAM_CRLONBOR_M.CLB00025000","......B. Loans to Private sector (1-4)","8291124.922","Million PKR","Normal","","150","Scheduled Banks Loans to Private sector"
"Credit / Loans Classified by Borrowers","31-Jul-2024","TS_GP_BAM_CRLONBOR_M.CLB00026000","............1 PRIVATE sector (BUSINESS)","7132874.133","Million PKR","Normal","","160","Scheduled Banks Loans to Private sector Businesses"
"Credit / Loans Classified by Borrowers","31-Jul-2024","TS_GP_BAM_CRLONBOR_M.CLB00027000","............A. Agriculture, forestry and fishing","395702.85","Million PKR","Normal","","170","Scheduled Banks Loans to Agriculture, Forestry and Fishing sector"
"Credit / Loans Classified by Borrowers","31-Jul-2024","TS_GP_BAM_CRLONBOR_M.CLB00028000","..................01- Crop and animal production, hunting and related service activities","394370.955","Million PKR","Normal","","180","Scheduled Banks Loans to Crop and Animal production, hunting and related service activities"
"Credit / Loans Classified by Borrowers","31-Jul-2024","TS_GP_BAM_CRLONBOR_M.CLB00029000","..................02- Forestry and logging","27.586","Million PKR","Normal","","190","Scheduled Banks Loans to Forestry and Logging"
"Credit / Loans Classified by Borrowers","31-Jul-2024","TS_GP_BAM_CRLONBOR_M.CLB00030000","..................03- Fishing and aquaculture","1304.309","Million PKR","Normal","","200","Scheduled Banks Loans to Fishing and aquaculture"
"Credit / Loans Classified by Borrowers","31-Jul-2024","TS_GP_BAM_CRLONBOR_M.CLB00031000","............B. Mining and quarrying","79163.961","Million PKR","Normal","","210","Scheduled Banks Loans to Mining and quarrying sector"
"Credit / Loans Classified by Borrowers","31-Jul-2024","TS_GP_BAM_CRLONBOR_M.CLB00032000","..................05- Mining of coal and lignite","39330.016","Million PKR","Normal","","220","Scheduled Banks Loans to Mining of coal and lignite"
"Credit / Loans Classified by Borrowers","31-Jul-2024","TS_GP_BAM_CRLONBOR_M.CLB00033000","..................06- Extraction of crude petroleum and natural gas","32466.58","Million PKR","Normal","","230","Scheduled Banks Loans to Extraction of crude petroleum and natural gas"
"Credit / Loans Classified by Borrowers","31-Jul-2024","TS_GP_BAM_CRLONBOR_M.CLB00034000","..................07- Mining of metal ores","1016.633","Million PKR","Normal","","240","Scheduled Banks Loans to Mining of metal ores"
"Credit / Loans Classified by Borrowers","31-Jul-2024","TS_GP_BAM_CRLONBOR_M.CLB00035000","..................08- Other mining and quarrying","6292.732","Million PKR","Normal","","250","Scheduled Banks Loans to mining and quarrying"
"Credit / Loans Classified by Borrowers","31-Jul-2024","TS_GP_BAM_CRLONBOR_M.CLB00036000","..................09- Mining support service activities","58","Million PKR","Normal","","260","Scheduled Banks Loans to Mining support service activities"
"Credit / Loans Classified by Borrowers","31-Jul-2024","TS_GP_BAM_CRLONBOR_M.CLB00037000","............C. Manufacturing","4682020.918","Million PKR","Normal","","270","Scheduled Banks Loans to Manufacturing sector"
"Credit / Loans Classified by Borrowers","31-Jul-2024","TS_GP_BAM_CRLONBOR_M.CLB00038000","..................10- Manufacture of food products","1117276.048","Million PKR","Normal","","280","Scheduled Banks Loans to Manufacture of food products"
"Credit / Loans Classified by Borrowers","31-Jul-2024","TS_GP_BAM_CRLONBOR_M.CLB00039000","......................... Manufacture of sugar","440542.175","Million PKR","Normal","","290","Scheduled Banks Loans to Manufacture of sugar"
"Credit / Loans Classified by Borrowers","31-Jul-2024","TS_GP_BAM_CRLONBOR_M.CLB00040000","..................11- Manufacture of beverages","50589.879","Million PKR","Normal","","300","Scheduled Banks Loans to Manufacture of beverages"
"Credit / Loans Classified by Borrowers","31-Jul-2024","TS_GP_BAM_CRLONBOR_M.CLB00041000","..................12- Manufacture of tobacco products","1904.552","Million PKR","Normal","","310","Scheduled Banks Loans to Manufacture of tobacco products"
"Credit / Loans Classified by Borrowers","31-Jul-2024","TS_GP_BAM_CRLONBOR_M.CLB00042000","..................13- Manufacture of textiles","1612997.589","Million PKR","Normal","","320","Scheduled Banks Loans to Manufacture of textiles"
"Credit / Loans Classified by Borrowers","31-Jul-2024","TS_GP_BAM_CRLONBOR_M.CLB00043000","..................14- Manufacture of wearing apparel","207665.923","Million PKR","Normal","","330","Scheduled Banks Loans to Manufacture of wearing apparel"
"Credit / Loans Classified by Borrowers","31-Jul-2024","TS_GP_BAM_CRLONBOR_M.CLB00044000","..................15- Manufacture of leather and related products","49186.944","Million PKR","Normal","","340","Scheduled Banks Loans to Manufacture of leather and related products"
"Credit / Loans Classified by Borrowers","31-Jul-2024","TS_GP_BAM_CRLONBOR_M.CLB00045000","..................16- Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials","9257.663","Million PKR","Normal","","350","Scheduled Banks Loans to Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials"
"Credit / Loans Classified by Borrowers","31-Jul-2024","TS_GP_BAM_CRLONBOR_M.CLB00046000","..................17- Manufacture of paper and paper products","130412.738","Million PKR","Normal","","360","Scheduled Banks Loans to Manufacture of paper and paper products"
"Credit / Loans Classified by Borrowers","31-Jul-2024","TS_GP_BAM_CRLONBOR_M.CLB00047000","..................18- Printing and reproduction of recorded media","21507.849","Million PKR","Normal","","370","Scheduled Banks Loans to Printing and reproduction of recorded media"
"Credit / Loans Classified by Borrowers","31-Jul-2024","TS_GP_BAM_CRLONBOR_M.CLB00048000","..................19- Manufacture of coke and refined petroleum products","132770.79","Million PKR","Normal","","380","Scheduled Banks Loans to Manufacture of coke and refined petroleum products"
"Credit / Loans Classified by Borrowers","31-Jul-2024","TS_GP_BAM_CRLONBOR_M.CLB00049000","......................... Manufacture of refined petroleum products","132770.29","Million PKR","Normal","","390","Scheduled Banks Loans to Manufacture of refined petroleum products"
"Credit / Loans Classified by Borrowers","31-Jul-2024","TS_GP_BAM_CRLONBOR_M.CLB00050000","..................20- Manufacture of chemicals and chemical products","314048.542","Million PKR","Normal","","400","Scheduled Banks Loans to Manufacture of chemicals and chemical products"
"Credit / Loans Classified by Borrowers","31-Jul-2024","TS_GP_BAM_CRLONBOR_M.CLB00051000","......................... Manufacture of fertilizers and nitrogen compounds","96449.641","Million PKR","Normal","","410","Scheduled Banks Loans to Manufacture of fertilizers and nitrogen compounds"
