"Dataset Name","Observation Date","Series Key","Series Display Name","Observation Value","Unit","Observation Status","Observation Status Comment","Sequence No.","Series name"
"Export and Import of Goods and Services","30-Sep-2020","TS_GP_BOP_XMGS_M.P00300","......11 Personal, Cultural, and Recreational Services","0","Million USD","Normal","","300","Imports of Services-Personal, Cultural, and Recreational Services"
"Export and Import of Goods and Services","30-Sep-2020","TS_GP_BOP_XMGS_M.P00310","......12 Government Goods and Services n.i.e.","19","Million USD","Normal","","310","Imports of Services-Government Goods and Services n.i.e."
"Export and Import of Goods and Services","30-Sep-2020","TS_GP_BOP_XMGS_M.P00320","B. Imports of Goods and Services","4443","Million USD","Normal","","320","Imports of Goods and Services-Total"
"Export and Import of Goods and Services","31-Aug-2020","TS_GP_BOP_XMGS_M.P00010",". Goods and Services Balance (A-B)","-2001","Million USD","Normal","","10","Goods and Services Balance"
"Export and Import of Goods and Services","31-Aug-2020","TS_GP_BOP_XMGS_M.P00020","1 Goods - Export (FOB)","1515","Million USD","Normal","","20","Goods - Export (FOB)"
"Export and Import of Goods and Services","31-Aug-2020","TS_GP_BOP_XMGS_M.P00030","2 Exports of Services","350","Million USD","Normal","","30","Exports of Services-Total"
"Export and Import of Goods and Services","31-Aug-2020","TS_GP_BOP_XMGS_M.P00040","......1 Manufacturing Services on Physical inputs owned by Others","0","Million USD","Normal","","40","Exports of Services-Manufacturing Services on Physical inputs owned by Others"
"Export and Import of Goods and Services","31-Aug-2020","TS_GP_BOP_XMGS_M.P00050","......2 Maintenance and Repair Services n.i.e.","0","Million USD","Normal","","50","Exports of Services-Maintenance and Repair Services n.i.e."
"Export and Import of Goods and Services","31-Aug-2020","TS_GP_BOP_XMGS_M.P00060","......3 Transport","31","Million USD","Normal","","60","Exports of Services-Transport"
"Export and Import of Goods and Services","31-Aug-2020","TS_GP_BOP_XMGS_M.P00070","......4 Travel","24","Million USD","Normal","","70","Exports of Services-Travel"
"Export and Import of Goods and Services","31-Aug-2020","TS_GP_BOP_XMGS_M.P00080","......5 Construction","14","Million USD","Normal","","80","Exports of Services-Construction"
"Export and Import of Goods and Services","31-Aug-2020","TS_GP_BOP_XMGS_M.P00090","......6 Insurance and Pension Services","3","Million USD","Normal","","90","Exports of Services-Insurance and Pension Services"
"Export and Import of Goods and Services","31-Aug-2020","TS_GP_BOP_XMGS_M.P00100","......7 Financial Services","5","Million USD","Normal","","100","Exports of Services-Financial Services"
"Export and Import of Goods and Services","31-Aug-2020","TS_GP_BOP_XMGS_M.P00110","......8 Charges for the use of Intellectual Property n.i.e.","1","Million USD","Normal","","110","Exports of Services-Charges for the use of Intellectual Property n.i.e."
"Export and Import of Goods and Services","31-Aug-2020","TS_GP_BOP_XMGS_M.P00120","......9 Telecommunications, Computer, and Information Services","124","Million USD","Normal","","120","Exports of Services-Telecommunications, Computer, and Information Services"
"Export and Import of Goods and Services","31-Aug-2020","TS_GP_BOP_XMGS_M.P00130","......10 Other Business Services","94","Million USD","Normal","","130","Exports of Services-Other Business Services"
"Export and Import of Goods and Services","31-Aug-2020","TS_GP_BOP_XMGS_M.P00140","......11 Personal, Cultural, and Recreational Services","1","Million USD","Normal","","140","Exports of Services-Personal, Cultural, and Recreational Services"
"Export and Import of Goods and Services","31-Aug-2020","TS_GP_BOP_XMGS_M.P00150","......12 Government Goods and Services n.i.e.","53","Million USD","Normal","","150","Exports of Services-Government Goods and Services n.i.e."
"Export and Import of Goods and Services","31-Aug-2020","TS_GP_BOP_XMGS_M.P00160","............. of which: Logistic Support","0","Million USD","Normal","","160","Exports of Services-Government Goods and Services-of which: Logistic Support"
"Export and Import of Goods and Services","31-Aug-2020","TS_GP_BOP_XMGS_M.P00170","A. Exports of Goods and Services","1865","Million USD","Normal","","170","Exports of Goods and Services-Total"
"Export and Import of Goods and Services","31-Aug-2020","TS_GP_BOP_XMGS_M.P00180","1 Goods - Import (FOB)","3343","Million USD","Normal","","180","Goods - Import (FOB)"
"Export and Import of Goods and Services","31-Aug-2020","TS_GP_BOP_XMGS_M.P00190","2 Imports of Services","523","Million USD","Normal","","190","Imports of Services-Total"
"Export and Import of Goods and Services","31-Aug-2020","TS_GP_BOP_XMGS_M.P00200","......1 Manufacturing Services on Physical inputs owned by Others","0","Million USD","Normal","","200","Imports of Services-Manufacturing Services on Physical inputs owned by Others"
"Export and Import of Goods and Services","31-Aug-2020","TS_GP_BOP_XMGS_M.P00210","......2 Maintenance and Repair Services n.i.e.","9","Million USD","Normal","","210","Imports of Services-Maintenance and Repair Services n.i.e."
"Export and Import of Goods and Services","31-Aug-2020","TS_GP_BOP_XMGS_M.P00220","......3 Transport","203","Million USD","Normal","","220","Imports of Services-Transport"
"Export and Import of Goods and Services","31-Aug-2020","TS_GP_BOP_XMGS_M.P00230","......4 Travel","48","Million USD","Normal","","230","Imports of Services-Travel"
"Export and Import of Goods and Services","31-Aug-2020","TS_GP_BOP_XMGS_M.P00240","......5 Construction","0","Million USD","Normal","","240","Imports of Services-Construction"
"Export and Import of Goods and Services","31-Aug-2020","TS_GP_BOP_XMGS_M.P00250","......6 Insurance and Pension Services","17","Million USD","Normal","","250","Imports of Services-Insurance and Pension Services"
"Export and Import of Goods and Services","31-Aug-2020","TS_GP_BOP_XMGS_M.P00260","......7 Financial Services","32","Million USD","Normal","","260","Imports of Services-Financial Services"
"Export and Import of Goods and Services","31-Aug-2020","TS_GP_BOP_XMGS_M.P00270","......8 Charges for the use of Intellectual Property n.i.e.","14","Million USD","Normal","","270","Imports of Services-Charges for the use of Intellectual Property n.i.e."
"Export and Import of Goods and Services","31-Aug-2020","TS_GP_BOP_XMGS_M.P00280","......9 Telecommunications, Computer, and Information Services","30","Million USD","Normal","","280","Imports of Services-Telecommunications, Computer, and Information Services"
"Export and Import of Goods and Services","31-Aug-2020","TS_GP_BOP_XMGS_M.P00290","......10 Other Business Services","162","Million USD","Normal","","290","Imports of Services-Other Business Services"
"Export and Import of Goods and Services","31-Aug-2020","TS_GP_BOP_XMGS_M.P00300","......11 Personal, Cultural, and Recreational Services","0","Million USD","Normal","","300","Imports of Services-Personal, Cultural, and Recreational Services"
"Export and Import of Goods and Services","31-Aug-2020","TS_GP_BOP_XMGS_M.P00310","......12 Government Goods and Services n.i.e.","8","Million USD","Normal","","310","Imports of Services-Government Goods and Services n.i.e."
"Export and Import of Goods and Services","31-Aug-2020","TS_GP_BOP_XMGS_M.P00320","B. Imports of Goods and Services","3866","Million USD","Normal","","320","Imports of Goods and Services-Total"
"Export and Import of Goods and Services","31-Jul-2020","TS_GP_BOP_XMGS_M.P00010",". Goods and Services Balance (A-B)","-1998","Million USD","Normal","","10","Goods and Services Balance"
"Export and Import of Goods and Services","31-Jul-2020","TS_GP_BOP_XMGS_M.P00020","1 Goods - Export (FOB)","1887","Million USD","Normal","","20","Goods - Export (FOB)"
"Export and Import of Goods and Services","31-Jul-2020","TS_GP_BOP_XMGS_M.P00030","2 Exports of Services","456","Million USD","Normal","","30","Exports of Services-Total"
"Export and Import of Goods and Services","31-Jul-2020","TS_GP_BOP_XMGS_M.P00040","......1 Manufacturing Services on Physical inputs owned by Others","0","Million USD","Normal","","40","Exports of Services-Manufacturing Services on Physical inputs owned by Others"
"Export and Import of Goods and Services","31-Jul-2020","TS_GP_BOP_XMGS_M.P00050","......2 Maintenance and Repair Services n.i.e.","0","Million USD","Normal","","50","Exports of Services-Maintenance and Repair Services n.i.e."
"Export and Import of Goods and Services","31-Jul-2020","TS_GP_BOP_XMGS_M.P00060","......3 Transport","75","Million USD","Normal","","60","Exports of Services-Transport"
"Export and Import of Goods and Services","31-Jul-2020","TS_GP_BOP_XMGS_M.P00070","......4 Travel","25","Million USD","Normal","","70","Exports of Services-Travel"
"Export and Import of Goods and Services","31-Jul-2020","TS_GP_BOP_XMGS_M.P00080","......5 Construction","9","Million USD","Normal","","80","Exports of Services-Construction"
"Export and Import of Goods and Services","31-Jul-2020","TS_GP_BOP_XMGS_M.P00090","......6 Insurance and Pension Services","3","Million USD","Normal","","90","Exports of Services-Insurance and Pension Services"
"Export and Import of Goods and Services","31-Jul-2020","TS_GP_BOP_XMGS_M.P00100","......7 Financial Services","6","Million USD","Normal","","100","Exports of Services-Financial Services"
"Export and Import of Goods and Services","31-Jul-2020","TS_GP_BOP_XMGS_M.P00110","......8 Charges for the use of Intellectual Property n.i.e.","1","Million USD","Normal","","110","Exports of Services-Charges for the use of Intellectual Property n.i.e."
"Export and Import of Goods and Services","31-Jul-2020","TS_GP_BOP_XMGS_M.P00120","......9 Telecommunications, Computer, and Information Services","163","Million USD","Normal","","120","Exports of Services-Telecommunications, Computer, and Information Services"
"Export and Import of Goods and Services","31-Jul-2020","TS_GP_BOP_XMGS_M.P00130","......10 Other Business Services","107","Million USD","Normal","","130","Exports of Services-Other Business Services"
"Export and Import of Goods and Services","31-Jul-2020","TS_GP_BOP_XMGS_M.P00140","......11 Personal, Cultural, and Recreational Services","0","Million USD","Normal","","140","Exports of Services-Personal, Cultural, and Recreational Services"
"Export and Import of Goods and Services","31-Jul-2020","TS_GP_BOP_XMGS_M.P00150","......12 Government Goods and Services n.i.e.","67","Million USD","Normal","","150","Exports of Services-Government Goods and Services n.i.e."
"Export and Import of Goods and Services","31-Jul-2020","TS_GP_BOP_XMGS_M.P00160","............. of which: Logistic Support","0","Million USD","Normal","","160","Exports of Services-Government Goods and Services-of which: Logistic Support"
"Export and Import of Goods and Services","31-Jul-2020","TS_GP_BOP_XMGS_M.P00170","A. Exports of Goods and Services","2343","Million USD","Normal","","170","Exports of Goods and Services-Total"
"Export and Import of Goods and Services","31-Jul-2020","TS_GP_BOP_XMGS_M.P00180","1 Goods - Import (FOB)","3534","Million USD","Normal","","180","Goods - Import (FOB)"
"Export and Import of Goods and Services","31-Jul-2020","TS_GP_BOP_XMGS_M.P00190","2 Imports of Services","807","Million USD","Normal","","190","Imports of Services-Total"
"Export and Import of Goods and Services","31-Jul-2020","TS_GP_BOP_XMGS_M.P00200","......1 Manufacturing Services on Physical inputs owned by Others","0","Million USD","Normal","","200","Imports of Services-Manufacturing Services on Physical inputs owned by Others"
"Export and Import of Goods and Services","31-Jul-2020","TS_GP_BOP_XMGS_M.P00210","......2 Maintenance and Repair Services n.i.e.","4","Million USD","Normal","","210","Imports of Services-Maintenance and Repair Services n.i.e."
"Export and Import of Goods and Services","31-Jul-2020","TS_GP_BOP_XMGS_M.P00220","......3 Transport","197","Million USD","Normal","","220","Imports of Services-Transport"
"Export and Import of Goods and Services","31-Jul-2020","TS_GP_BOP_XMGS_M.P00230","......4 Travel","46","Million USD","Normal","","230","Imports of Services-Travel"
"Export and Import of Goods and Services","31-Jul-2020","TS_GP_BOP_XMGS_M.P00240","......5 Construction","0","Million USD","Normal","","240","Imports of Services-Construction"
"Export and Import of Goods and Services","31-Jul-2020","TS_GP_BOP_XMGS_M.P00250","......6 Insurance and Pension Services","11","Million USD","Normal","","250","Imports of Services-Insurance and Pension Services"
"Export and Import of Goods and Services","31-Jul-2020","TS_GP_BOP_XMGS_M.P00260","......7 Financial Services","36","Million USD","Normal","","260","Imports of Services-Financial Services"
"Export and Import of Goods and Services","31-Jul-2020","TS_GP_BOP_XMGS_M.P00270","......8 Charges for the use of Intellectual Property n.i.e.","13","Million USD","Normal","","270","Imports of Services-Charges for the use of Intellectual Property n.i.e."
"Export and Import of Goods and Services","31-Jul-2020","TS_GP_BOP_XMGS_M.P00280","......9 Telecommunications, Computer, and Information Services","51","Million USD","Normal","","280","Imports of Services-Telecommunications, Computer, and Information Services"
"Export and Import of Goods and Services","31-Jul-2020","TS_GP_BOP_XMGS_M.P00290","......10 Other Business Services","425","Million USD","Normal","","290","Imports of Services-Other Business Services"
"Export and Import of Goods and Services","31-Jul-2020","TS_GP_BOP_XMGS_M.P00300","......11 Personal, Cultural, and Recreational Services","0","Million USD","Normal","","300","Imports of Services-Personal, Cultural, and Recreational Services"
"Export and Import of Goods and Services","31-Jul-2020","TS_GP_BOP_XMGS_M.P00310","......12 Government Goods and Services n.i.e.","24","Million USD","Normal","","310","Imports of Services-Government Goods and Services n.i.e."
"Export and Import of Goods and Services","31-Jul-2020","TS_GP_BOP_XMGS_M.P00320","B. Imports of Goods and Services","4341","Million USD","Normal","","320","Imports of Goods and Services-Total"
"Export and Import of Goods and Services","30-Jun-2020","TS_GP_BOP_XMGS_M.P00010",". Goods and Services Balance (A-B)","-2254","Million USD","Normal","","10","Goods and Services Balance"
"Export and Import of Goods and Services","30-Jun-2020","TS_GP_BOP_XMGS_M.P00020","1 Goods - Export (FOB)","1573","Million USD","Normal","","20","Goods - Export (FOB)"
"Export and Import of Goods and Services","30-Jun-2020","TS_GP_BOP_XMGS_M.P00030","2 Exports of Services","377","Million USD","Normal","","30","Exports of Services-Total"
"Export and Import of Goods and Services","30-Jun-2020","TS_GP_BOP_XMGS_M.P00040","......1 Manufacturing Services on Physical inputs owned by Others","0","Million USD","Normal","","40","Exports of Services-Manufacturing Services on Physical inputs owned by Others"
"Export and Import of Goods and Services","30-Jun-2020","TS_GP_BOP_XMGS_M.P00050","......2 Maintenance and Repair Services n.i.e.","0","Million USD","Normal","","50","Exports of Services-Maintenance and Repair Services n.i.e."
"Export and Import of Goods and Services","30-Jun-2020","TS_GP_BOP_XMGS_M.P00060","......3 Transport","31","Million USD","Normal","","60","Exports of Services-Transport"
"Export and Import of Goods and Services","30-Jun-2020","TS_GP_BOP_XMGS_M.P00070","......4 Travel","27","Million USD","Normal","","70","Exports of Services-Travel"
"Export and Import of Goods and Services","30-Jun-2020","TS_GP_BOP_XMGS_M.P00080","......5 Construction","10","Million USD","Normal","","80","Exports of Services-Construction"
"Export and Import of Goods and Services","30-Jun-2020","TS_GP_BOP_XMGS_M.P00090","......6 Insurance and Pension Services","4","Million USD","Normal","","90","Exports of Services-Insurance and Pension Services"
"Export and Import of Goods and Services","30-Jun-2020","TS_GP_BOP_XMGS_M.P00100","......7 Financial Services","5","Million USD","Normal","","100","Exports of Services-Financial Services"
"Export and Import of Goods and Services","30-Jun-2020","TS_GP_BOP_XMGS_M.P00110","......8 Charges for the use of Intellectual Property n.i.e.","0","Million USD","Normal","","110","Exports of Services-Charges for the use of Intellectual Property n.i.e."
"Export and Import of Goods and Services","30-Jun-2020","TS_GP_BOP_XMGS_M.P00120","......9 Telecommunications, Computer, and Information Services","143","Million USD","Normal","","120","Exports of Services-Telecommunications, Computer, and Information Services"
"Export and Import of Goods and Services","30-Jun-2020","TS_GP_BOP_XMGS_M.P00130","......10 Other Business Services","97","Million USD","Normal","","130","Exports of Services-Other Business Services"
"Export and Import of Goods and Services","30-Jun-2020","TS_GP_BOP_XMGS_M.P00140","......11 Personal, Cultural, and Recreational Services","1","Million USD","Normal","","140","Exports of Services-Personal, Cultural, and Recreational Services"
"Export and Import of Goods and Services","30-Jun-2020","TS_GP_BOP_XMGS_M.P00150","......12 Government Goods and Services n.i.e.","59","Million USD","Normal","","150","Exports of Services-Government Goods and Services n.i.e."
"Export and Import of Goods and Services","30-Jun-2020","TS_GP_BOP_XMGS_M.P00160","............. of which: Logistic Support","0","Million USD","Normal","","160","Exports of Services-Government Goods and Services-of which: Logistic Support"
"Export and Import of Goods and Services","30-Jun-2020","TS_GP_BOP_XMGS_M.P00170","A. Exports of Goods and Services","1950","Million USD","Normal","","170","Exports of Goods and Services-Total"
"Export and Import of Goods and Services","30-Jun-2020","TS_GP_BOP_XMGS_M.P00180","1 Goods - Import (FOB)","3560","Million USD","Normal","","180","Goods - Import (FOB)"
"Export and Import of Goods and Services","30-Jun-2020","TS_GP_BOP_XMGS_M.P00190","2 Imports of Services","644","Million USD","Normal","","190","Imports of Services-Total"
"Export and Import of Goods and Services","30-Jun-2020","TS_GP_BOP_XMGS_M.P00200","......1 Manufacturing Services on Physical inputs owned by Others","0","Million USD","Normal","","200","Imports of Services-Manufacturing Services on Physical inputs owned by Others"
"Export and Import of Goods and Services","30-Jun-2020","TS_GP_BOP_XMGS_M.P00210","......2 Maintenance and Repair Services n.i.e.","2","Million USD","Normal","","210","Imports of Services-Maintenance and Repair Services n.i.e."
"Export and Import of Goods and Services","30-Jun-2020","TS_GP_BOP_XMGS_M.P00220","......3 Transport","181","Million USD","Normal","","220","Imports of Services-Transport"
"Export and Import of Goods and Services","30-Jun-2020","TS_GP_BOP_XMGS_M.P00230","......4 Travel","42","Million USD","Normal","","230","Imports of Services-Travel"
"Export and Import of Goods and Services","30-Jun-2020","TS_GP_BOP_XMGS_M.P00240","......5 Construction","0","Million USD","Normal","","240","Imports of Services-Construction"
"Export and Import of Goods and Services","30-Jun-2020","TS_GP_BOP_XMGS_M.P00250","......6 Insurance and Pension Services","22","Million USD","Normal","","250","Imports of Services-Insurance and Pension Services"
"Export and Import of Goods and Services","30-Jun-2020","TS_GP_BOP_XMGS_M.P00260","......7 Financial Services","46","Million USD","Normal","","260","Imports of Services-Financial Services"
"Export and Import of Goods and Services","30-Jun-2020","TS_GP_BOP_XMGS_M.P00270","......8 Charges for the use of Intellectual Property n.i.e.","24","Million USD","Normal","","270","Imports of Services-Charges for the use of Intellectual Property n.i.e."
"Export and Import of Goods and Services","30-Jun-2020","TS_GP_BOP_XMGS_M.P00280","......9 Telecommunications, Computer, and Information Services","45","Million USD","Normal","","280","Imports of Services-Telecommunications, Computer, and Information Services"
"Export and Import of Goods and Services","30-Jun-2020","TS_GP_BOP_XMGS_M.P00290","......10 Other Business Services","261","Million USD","Normal","","290","Imports of Services-Other Business Services"
"Export and Import of Goods and Services","30-Jun-2020","TS_GP_BOP_XMGS_M.P00300","......11 Personal, Cultural, and Recreational Services","0","Million USD","Normal","","300","Imports of Services-Personal, Cultural, and Recreational Services"
"Export and Import of Goods and Services","30-Jun-2020","TS_GP_BOP_XMGS_M.P00310","......12 Government Goods and Services n.i.e.","21","Million USD","Normal","","310","Imports of Services-Government Goods and Services n.i.e."
"Export and Import of Goods and Services","30-Jun-2020","TS_GP_BOP_XMGS_M.P00320","B. Imports of Goods and Services","4204","Million USD","Normal","","320","Imports of Goods and Services-Total"
"Export and Import of Goods and Services","31-May-2020","TS_GP_BOP_XMGS_M.P00010",". Goods and Services Balance (A-B)","-1572","Million USD","Normal","","10","Goods and Services Balance"
"Export and Import of Goods and Services","31-May-2020","TS_GP_BOP_XMGS_M.P00020","1 Goods - Export (FOB)","1259","Million USD","Normal","","20","Goods - Export (FOB)"
"Export and Import of Goods and Services","31-May-2020","TS_GP_BOP_XMGS_M.P00030","2 Exports of Services","361","Million USD","Normal","","30","Exports of Services-Total"
"Export and Import of Goods and Services","31-May-2020","TS_GP_BOP_XMGS_M.P00040","......1 Manufacturing Services on Physical inputs owned by Others","0","Million USD","Normal","","40","Exports of Services-Manufacturing Services on Physical inputs owned by Others"
"Export and Import of Goods and Services","31-May-2020","TS_GP_BOP_XMGS_M.P00050","......2 Maintenance and Repair Services n.i.e.","0","Million USD","Normal","","50","Exports of Services-Maintenance and Repair Services n.i.e."
"Export and Import of Goods and Services","31-May-2020","TS_GP_BOP_XMGS_M.P00060","......3 Transport","43","Million USD","Normal","","60","Exports of Services-Transport"
"Export and Import of Goods and Services","31-May-2020","TS_GP_BOP_XMGS_M.P00070","......4 Travel","20","Million USD","Normal","","70","Exports of Services-Travel"
"Export and Import of Goods and Services","31-May-2020","TS_GP_BOP_XMGS_M.P00080","......5 Construction","10","Million USD","Normal","","80","Exports of Services-Construction"
"Export and Import of Goods and Services","31-May-2020","TS_GP_BOP_XMGS_M.P00090","......6 Insurance and Pension Services","4","Million USD","Normal","","90","Exports of Services-Insurance and Pension Services"
"Export and Import of Goods and Services","31-May-2020","TS_GP_BOP_XMGS_M.P00100","......7 Financial Services","3","Million USD","Normal","","100","Exports of Services-Financial Services"
"Export and Import of Goods and Services","31-May-2020","TS_GP_BOP_XMGS_M.P00110","......8 Charges for the use of Intellectual Property n.i.e.","1","Million USD","Normal","","110","Exports of Services-Charges for the use of Intellectual Property n.i.e."
"Export and Import of Goods and Services","31-May-2020","TS_GP_BOP_XMGS_M.P00120","......9 Telecommunications, Computer, and Information Services","126","Million USD","Normal","","120","Exports of Services-Telecommunications, Computer, and Information Services"
"Export and Import of Goods and Services","31-May-2020","TS_GP_BOP_XMGS_M.P00130","......10 Other Business Services","88","Million USD","Normal","","130","Exports of Services-Other Business Services"
"Export and Import of Goods and Services","31-May-2020","TS_GP_BOP_XMGS_M.P00140","......11 Personal, Cultural, and Recreational Services","0","Million USD","Normal","","140","Exports of Services-Personal, Cultural, and Recreational Services"
"Export and Import of Goods and Services","31-May-2020","TS_GP_BOP_XMGS_M.P00150","......12 Government Goods and Services n.i.e.","66","Million USD","Normal","","150","Exports of Services-Government Goods and Services n.i.e."
"Export and Import of Goods and Services","31-May-2020","TS_GP_BOP_XMGS_M.P00160","............. of which: Logistic Support","0","Million USD","Normal","","160","Exports of Services-Government Goods and Services-of which: Logistic Support"
"Export and Import of Goods and Services","31-May-2020","TS_GP_BOP_XMGS_M.P00170","A. Exports of Goods and Services","1620","Million USD","Normal","","170","Exports of Goods and Services-Total"
"Export and Import of Goods and Services","31-May-2020","TS_GP_BOP_XMGS_M.P00180","1 Goods - Import (FOB)","2805","Million USD","Normal","","180","Goods - Import (FOB)"
"Export and Import of Goods and Services","31-May-2020","TS_GP_BOP_XMGS_M.P00190","2 Imports of Services","387","Million USD","Normal","","190","Imports of Services-Total"
"Export and Import of Goods and Services","31-May-2020","TS_GP_BOP_XMGS_M.P00200","......1 Manufacturing Services on Physical inputs owned by Others","0","Million USD","Normal","","200","Imports of Services-Manufacturing Services on Physical inputs owned by Others"
"Export and Import of Goods and Services","31-May-2020","TS_GP_BOP_XMGS_M.P00210","......2 Maintenance and Repair Services n.i.e.","2","Million USD","Normal","","210","Imports of Services-Maintenance and Repair Services n.i.e."
"Export and Import of Goods and Services","31-May-2020","TS_GP_BOP_XMGS_M.P00220","......3 Transport","141","Million USD","Normal","","220","Imports of Services-Transport"
"Export and Import of Goods and Services","31-May-2020","TS_GP_BOP_XMGS_M.P00230","......4 Travel","26","Million USD","Normal","","230","Imports of Services-Travel"
"Export and Import of Goods and Services","31-May-2020","TS_GP_BOP_XMGS_M.P00240","......5 Construction","6","Million USD","Normal","","240","Imports of Services-Construction"
"Export and Import of Goods and Services","31-May-2020","TS_GP_BOP_XMGS_M.P00250","......6 Insurance and Pension Services","16","Million USD","Normal","","250","Imports of Services-Insurance and Pension Services"
"Export and Import of Goods and Services","31-May-2020","TS_GP_BOP_XMGS_M.P00260","......7 Financial Services","59","Million USD","Normal","","260","Imports of Services-Financial Services"
"Export and Import of Goods and Services","31-May-2020","TS_GP_BOP_XMGS_M.P00270","......8 Charges for the use of Intellectual Property n.i.e.","8","Million USD","Normal","","270","Imports of Services-Charges for the use of Intellectual Property n.i.e."
"Export and Import of Goods and Services","31-May-2020","TS_GP_BOP_XMGS_M.P00280","......9 Telecommunications, Computer, and Information Services","23","Million USD","Normal","","280","Imports of Services-Telecommunications, Computer, and Information Services"
"Export and Import of Goods and Services","31-May-2020","TS_GP_BOP_XMGS_M.P00290","......10 Other Business Services","86","Million USD","Normal","","290","Imports of Services-Other Business Services"
"Export and Import of Goods and Services","31-May-2020","TS_GP_BOP_XMGS_M.P00300","......11 Personal, Cultural, and Recreational Services","0","Million USD","Normal","","300","Imports of Services-Personal, Cultural, and Recreational Services"
"Export and Import of Goods and Services","31-May-2020","TS_GP_BOP_XMGS_M.P00310","......12 Government Goods and Services n.i.e.","20","Million USD","Normal","","310","Imports of Services-Government Goods and Services n.i.e."
"Export and Import of Goods and Services","31-May-2020","TS_GP_BOP_XMGS_M.P00320","B. Imports of Goods and Services","3192","Million USD","Normal","","320","Imports of Goods and Services-Total"
"Export and Import of Goods and Services","30-Apr-2020","TS_GP_BOP_XMGS_M.P00010",". Goods and Services Balance (A-B)","-1883","Million USD","Normal","","10","Goods and Services Balance"
"Export and Import of Goods and Services","30-Apr-2020","TS_GP_BOP_XMGS_M.P00020","1 Goods - Export (FOB)","1423","Million USD","Normal","","20","Goods - Export (FOB)"
"Export and Import of Goods and Services","30-Apr-2020","TS_GP_BOP_XMGS_M.P00030","2 Exports of Services","354","Million USD","Normal","","30","Exports of Services-Total"
"Export and Import of Goods and Services","30-Apr-2020","TS_GP_BOP_XMGS_M.P00040","......1 Manufacturing Services on Physical inputs owned by Others","0","Million USD","Normal","","40","Exports of Services-Manufacturing Services on Physical inputs owned by Others"
"Export and Import of Goods and Services","30-Apr-2020","TS_GP_BOP_XMGS_M.P00050","......2 Maintenance and Repair Services n.i.e.","1","Million USD","Normal","","50","Exports of Services-Maintenance and Repair Services n.i.e."
"Export and Import of Goods and Services","30-Apr-2020","TS_GP_BOP_XMGS_M.P00060","......3 Transport","21","Million USD","Normal","","60","Exports of Services-Transport"
"Export and Import of Goods and Services","30-Apr-2020","TS_GP_BOP_XMGS_M.P00070","......4 Travel","17","Million USD","Normal","","70","Exports of Services-Travel"
"Export and Import of Goods and Services","30-Apr-2020","TS_GP_BOP_XMGS_M.P00080","......5 Construction","12","Million USD","Normal","","80","Exports of Services-Construction"
"Export and Import of Goods and Services","30-Apr-2020","TS_GP_BOP_XMGS_M.P00090","......6 Insurance and Pension Services","2","Million USD","Normal","","90","Exports of Services-Insurance and Pension Services"
"Export and Import of Goods and Services","30-Apr-2020","TS_GP_BOP_XMGS_M.P00100","......7 Financial Services","5","Million USD","Normal","","100","Exports of Services-Financial Services"
"Export and Import of Goods and Services","30-Apr-2020","TS_GP_BOP_XMGS_M.P00110","......8 Charges for the use of Intellectual Property n.i.e.","0","Million USD","Normal","","110","Exports of Services-Charges for the use of Intellectual Property n.i.e."
"Export and Import of Goods and Services","30-Apr-2020","TS_GP_BOP_XMGS_M.P00120","......9 Telecommunications, Computer, and Information Services","118","Million USD","Normal","","120","Exports of Services-Telecommunications, Computer, and Information Services"
"Export and Import of Goods and Services","30-Apr-2020","TS_GP_BOP_XMGS_M.P00130","......10 Other Business Services","102","Million USD","Normal","","130","Exports of Services-Other Business Services"
"Export and Import of Goods and Services","30-Apr-2020","TS_GP_BOP_XMGS_M.P00140","......11 Personal, Cultural, and Recreational Services","0","Million USD","Normal","","140","Exports of Services-Personal, Cultural, and Recreational Services"
"Export and Import of Goods and Services","30-Apr-2020","TS_GP_BOP_XMGS_M.P00150","......12 Government Goods and Services n.i.e.","76","Million USD","Normal","","150","Exports of Services-Government Goods and Services n.i.e."
"Export and Import of Goods and Services","30-Apr-2020","TS_GP_BOP_XMGS_M.P00160","............. of which: Logistic Support","0","Million USD","Normal","","160","Exports of Services-Government Goods and Services-of which: Logistic Support"
"Export and Import of Goods and Services","30-Apr-2020","TS_GP_BOP_XMGS_M.P00170","A. Exports of Goods and Services","1777","Million USD","Normal","","170","Exports of Goods and Services-Total"
"Export and Import of Goods and Services","30-Apr-2020","TS_GP_BOP_XMGS_M.P00180","1 Goods - Import (FOB)","3144","Million USD","Normal","","180","Goods - Import (FOB)"
"Export and Import of Goods and Services","30-Apr-2020","TS_GP_BOP_XMGS_M.P00190","2 Imports of Services","516","Million USD","Normal","","190","Imports of Services-Total"
"Export and Import of Goods and Services","30-Apr-2020","TS_GP_BOP_XMGS_M.P00200","......1 Manufacturing Services on Physical inputs owned by Others","0","Million USD","Normal","","200","Imports of Services-Manufacturing Services on Physical inputs owned by Others"
"Export and Import of Goods and Services","30-Apr-2020","TS_GP_BOP_XMGS_M.P00210","......2 Maintenance and Repair Services n.i.e.","1","Million USD","Normal","","210","Imports of Services-Maintenance and Repair Services n.i.e."
"Export and Import of Goods and Services","30-Apr-2020","TS_GP_BOP_XMGS_M.P00220","......3 Transport","174","Million USD","Normal","","220","Imports of Services-Transport"
